structure_id,core_mof_id,formula,source_note
ABAVIJ_clean,ABAVIJ,,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
SIYXIH10_clean,SIYXIH10,,doi=10.1002/zaac.19915980134; partition=val; ann_probability=0.87356174
SOCNAB_clean,SOCNAB,,doi=10.1021/cg401519w; partition=val; ann_probability=0.946607
SOTXAC_clean,SOTXAC,,doi=10.1021/cg500114k; partition=val; ann_probability=0.30675206
SUGDIJ_auto,SUGDIJ,,doi=10.1021/ja512311a; partition=val; ann_probability=0.9045756
SUSZOW_clean,SUSZOW,,doi=10.1021/cm902528y; partition=val; ann_probability=0.6768185
TAGTED_clean,TAGTED,,doi=10.1021/acs.cgd.5b01297; partition=val; ann_probability=0.6038533
TAKHEV_clean,TAKHEV,,doi=10.1021/acs.inorgchem.5b02193; partition=val; ann_probability=0.93050206
TAQGOK_clean,TAQGOK,,doi=10.1021/acs.cgd.6b01881; partition=val; ann_probability=0.93332183
TECTUS_clean,TECTUS,,doi=10.1039/c2cc34006b; partition=val; ann_probability=0.6611311
TEYLIU_clean,TEYLIU,,doi=10.1002/zaac.201200325; partition=val; ann_probability=0.73447764
TIDMEA_clean,TIDMEA,,doi=10.1021/cm302381k; partition=val; ann_probability=0.09796217
TIGSOT_clean,TIGSOT,,doi=10.1039/c1ce05759f; partition=val; ann_probability=0.15785104
TIRQOB_clean,TIRQOB,,doi=10.1021/ic701507r; partition=val; ann_probability=0.9479325
TIXCIO_clean,TIXCIO,,doi=10.1039/C3DT53388C; partition=val; ann_probability=0.5071575
TOHYOF_clean,TOHYOF,,doi=10.1039/b812645c; partition=val; ann_probability=0.85433865
TOVKIA_clean,TOVKIA,,doi=10.1038/ncomms6723; partition=val; ann_probability=0.8122597
TOWNEA_clean,TOWNEA,,doi=10.1038/ncomms6723; partition=val; ann_probability=0.8249331
TOWNUQ_clean,TOWNUQ,,doi=10.1038/ncomms6723; partition=val; ann_probability=0.7307806
TUTJAU_clean,TUTJAU,,doi=10.1002/chem.200903129; partition=val; ann_probability=0.13001868
UDEGIW_clean,UDEGIW,,doi=10.1021/acs.cgd.6b01484; partition=val; ann_probability=0.7087277
UDEPIE_clean,UDEPIE,,doi=10.1039/C3DT51203G; partition=val; ann_probability=0.4189034
UFEMIC_clean,UFEMIC,,doi=10.1021/ic800164b; partition=val; ann_probability=0.91724706
UFISUY_clean,UFISUY,,doi=10.1021/ic702403h; partition=val; ann_probability=0.085660696
UJEFOE01_clean,UJEFOE01,,doi=10.1002/ejic.200400176; partition=val; ann_probability=0.7682005
UJOJEK_clean,UJOJEK,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.12310466
UJOJIO_clean,UJOJIO,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.1229918
UJOJIO02_clean,UJOJIO02,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.12317848
UJOJIO03_clean,UJOJIO03,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.12292045
UJOJIO04_clean,UJOJIO04,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.12299609
UJOKIP03_clean,UJOKIP03,,doi=10.1021/acs.inorgchem.5b02956; partition=val; ann_probability=0.11986393
UKUPIB_clean,UKUPIB,,doi=10.1021/acs.chemmater.5b04075; partition=val; ann_probability=0.518599
UMESIQ_clean,UMESIQ,,doi=10.1039/C6CE00321D; partition=val; ann_probability=0.9480351
UMOKIS_clean,UMOKIS,,doi=10.1039/C6DT00568C; partition=val; ann_probability=0.6204313
UNABIV_charged,UNABIV,,doi=10.1021/cg1009779; partition=val; ann_probability=0.88734186
UNEBIZ_clean,UNEBIZ,,doi=10.1039/c0cc03981k; partition=val; ann_probability=0.948522
UTACOJ_clean,UTACOJ,,doi=10.1021/acs.cgd.6b01052; partition=val; ann_probability=0.89855075
UTOTUT01_clean,UTOTUT01,,doi=10.1039/c1dt10958h; partition=val; ann_probability=0.44584212
UWODAN_clean,UWODAN,,doi=10.1002/zaac.201100082; partition=val; ann_probability=0.5792158
VACLIX_clean,VACLIX,,doi=10.1039/C6CE00358C; partition=val; ann_probability=0.90849864
VALVAI_clean,VALVAI,,doi=10.1002/anie.201600896; partition=val; ann_probability=0.93665016
VALXIS_clean,VALXIS,,doi=10.1021/jacs.5b13491; partition=val; ann_probability=0.52902347
VAPBIZ_clean,VAPBIZ,,doi=10.1039/c1dt11825k; partition=val; ann_probability=0.1296781
VAYWEZ_clean,VAYWEZ,,doi=10.1039/c2dt30152k; partition=val; ann_probability=0.94367504
VAYWID_clean,VAYWID,,doi=10.1039/c2dt30152k; partition=val; ann_probability=0.94345164
VAZLEP_clean,VAZLEP,,doi=10.1021/cg3004036; partition=val; ann_probability=0.9141022
VAZMAM_clean,VAZMAM,,doi=10.1021/cg3004036; partition=val; ann_probability=0.9273921
VAZMIU_clean,VAZMIU,,doi=10.1021/cg3004036; partition=val; ann_probability=0.9123857
VAZMOA_clean,VAZMOA,,doi=10.1021/cg3004036; partition=val; ann_probability=0.92973936
VEDFAN_clean,VEDFAN,,doi=10.1039/c2jm33269h; partition=val; ann_probability=0.93609154
VEDGES_clean,VEDGES,,doi=10.1039/c2jm33269h; partition=val; ann_probability=0.9348328
VEDGIW_clean,VEDGIW,,doi=10.1039/c2jm33269h; partition=val; ann_probability=0.9377197
VEGXIQ01_clean,VEGXIQ01,,doi=10.1039/c2ce06563k; partition=val; ann_probability=0.9292344
VEHKIE_SL,VEHKIE,,doi=10.1039/c2ce25343g; partition=val; ann_probability=0.9433655
VIWMAR_clean,VIWMAR,,doi=10.1021/cg4008679; partition=val; ann_probability=0.103296906
VIWMOF_clean,VIWMOF,,doi=10.1039/C4CE00028E; partition=val; ann_probability=0.938129
VODSEM_clean,VODSEM,,doi=10.1002/1521-3749(200109)627:9<2173::AID-ZAAC2173>3.0.CO;2-L; partition=val; ann_probability=0.8902259
VONBIK_clean,VONBIK,,doi=10.1039/b809336a; partition=val; ann_probability=0.86582357
VOPHUF_clean,VOPHUF,,doi=10.1021/cg500371n; partition=val; ann_probability=0.841606
WEDXAG_clean,WEDXAG,,doi=10.1039/c2ce25214g; partition=val; ann_probability=0.11926672
WEFCAN_clean,WEFCAN,,doi=10.1039/c2ce25607j; partition=val; ann_probability=0.13525754
WEVQOD_clean,WEVQOD,,doi=10.1039/a909544f; partition=val; ann_probability=0.8424413
WOPHEQ_clean,WOPHEQ,,doi=10.1021/cg500751e; partition=val; ann_probability=0.73986906
WOZGUP_clean,WOZGUP,,doi=10.1002/chem.201405825; partition=val; ann_probability=0.10504842
WUDQIW_clean,WUDQIW,,doi=10.1039/b909683c; partition=val; ann_probability=0.48169783
WURNOO_clean,WURNOO,,doi=10.1039/C5CC06931A; partition=val; ann_probability=0.9113625
WUSLED_clean,WUSLED,,doi=10.1039/C5DT02337H; partition=val; ann_probability=0.39349172
WUYXIZ_clean,WUYXIZ,,doi=10.1039/C5TA04551G; partition=val; ann_probability=0.09392682
XADDAJ_clean,XADDAJ,,doi=10.1002/ejic.201000353; partition=val; ann_probability=0.9475291
XADDOX_clean,XADDOX,,doi=10.1002/ejic.201000146; partition=val; ann_probability=0.90974605
XALBIW_clean,XALBIW,,doi=10.1021/ic0486872; partition=val; ann_probability=0.94579816
XALBOC_clean,XALBOC,,doi=10.1021/ic0486872; partition=val; ann_probability=0.93463767
XALCUJ_clean,XALCUJ,,doi=10.1021/ic0486872; partition=val; ann_probability=0.91814053
XAPTEQ_clean,XAPTEQ,,doi=10.1039/C7TA00256D; partition=val; ann_probability=0.49303055
XEHSAF_clean,XEHSAF,,doi=10.1021/ic060543v; partition=val; ann_probability=0.932584
XENCAU_clean,XENCAU,,doi=10.1039/b007183h; partition=val; ann_probability=0.74289364
XILTAP_clean,XILTAP,,doi=10.1002/chem.201302025; partition=val; ann_probability=0.1485743
XISXEE_clean,XISXEE,,doi=10.1039/C3DT52698D; partition=val; ann_probability=0.49128944
XOJPES_clean,XOJPES,,doi=10.1021/cg800262d; partition=val; ann_probability=0.8436996
XOPKIX_clean,XOPKIX,,doi=10.1039/b810479d; partition=val; ann_probability=0.5932094
XOPKOD_clean,XOPKOD,,doi=10.1039/b810479d; partition=val; ann_probability=0.55955243
XOVVIO_clean,XOVVIO,,doi=10.1021/cg701164u; partition=val; ann_probability=0.9514423
XULRIH_clean,XULRIH,,doi=10.1039/C5CC01886B; partition=val; ann_probability=0.2538457
YARBUQ_clean,YARBUQ,,doi=10.1021/cg2008057; partition=val; ann_probability=0.167829
YEGKOM_clean,YEGKOM,,doi=10.1021/ic301463z; partition=val; ann_probability=0.9100762
YEKXOD_clean,YEKXOD,,doi=10.1039/c2cc35340g; partition=val; ann_probability=0.70869094
YEKXUJ_clean,YEKXUJ,,doi=10.1039/c2cc35340g; partition=val; ann_probability=0.48439196
YOBYEV_clean,YOBYEV,,doi=10.1002/chem.201303434; partition=val; ann_probability=0.10952863
YOCDUR_clean,YOCDUR,,doi=10.1002/chem.201303434; partition=val; ann_probability=0.14162302
YOYRIP_clean,YOYRIP,,doi=10.1021/cg500833s; partition=val; ann_probability=0.9196472
YOYTUD_clean,YOYTUD,,doi=10.1021/cg5010616; partition=val; ann_probability=0.9600028
YOZYOD_clean,YOZYOD,,doi=10.1039/C5CE00083A; partition=val; ann_probability=0.9506187
YUBFOR_clean,YUBFOR,,doi=10.1021/ic802446m; partition=val; ann_probability=0.6963444
ZAGHAT_clean,ZAGHAT,,doi=10.1021/acs.inorgchem.5b02030; partition=val; ann_probability=0.73619723
ZAHLEC_clean,ZAHLEC,,doi=10.1021/acs.cgd.5b01632; partition=val; ann_probability=0.64831233
ZALMIL_clean,ZALMIL,,doi=10.1039/C6DT04626F; partition=val; ann_probability=0.77085644
ZOXTOX_clean,ZOXTOX,,doi=10.1039/C4DT02047B; partition=val; ann_probability=0.9230397
ZOYKEF_clean,ZOYKEF,,doi=10.1021/ic502664e; partition=val; ann_probability=0.5980234
ZUKNAW_clean,ZUKNAW,,doi=10.1002/anie.201602087; partition=val; ann_probability=0.84565043
ZUQMAB_clean,ZUQMAB,,doi=10.1002/ejic.201500715; partition=val; ann_probability=0.9066483
ZURROT_clean,ZURROT,,doi=10.1021/ic950382n; partition=val; ann_probability=0.2293812
ABAYOU_clean,ABAYOU,,doi=10.1021/acs.cgd.6b00776; partition=test; ann_probability=0.8281969
ACOLEL_clean,ACOLEL,,doi=10.1039/c2jm34349e; partition=test; ann_probability=0.6894615
ACOLIP_clean,ACOLIP,,doi=10.1039/c2jm34349e; partition=test; ann_probability=0.95985514
ACOLOV_clean,ACOLOV,,doi=10.1039/c2jm35273g; partition=test; ann_probability=0.6328522
ADUWON_clean,ADUWON,,doi=10.1002/chem.201300144; partition=test; ann_probability=0.5585369
AGUWUV_clean,AGUWUV,,doi=10.1002/zaac.200900278; partition=test; ann_probability=0.12112352
AJINOY_clean,AJINOY,,doi=10.1002/zaac.201500051; partition=test; ann_probability=0.8438606
AMOYOR_clean,AMOYOR,,doi=10.1039/c0ce00575d; partition=test; ann_probability=0.06947142
ANAWOD_clean,ANAWOD,,doi=10.1021/acs.cgd.6b00488; partition=test; ann_probability=0.55655855
ANEHEI_clean,ANEHEI,,doi=10.1002/ejic.201600111; partition=test; ann_probability=0.9249553
APACAX_clean,APACAX,,doi=10.1039/C6CC03063G; partition=test; ann_probability=0.9315436
ASUBIB_clean,ASUBIB,,doi=10.1021/acs.inorgchem.6b01385; partition=test; ann_probability=0.9155978
AVELOD_clean,AVELOD,,doi=10.1021/cg200242n; partition=test; ann_probability=0.8289321
AVILEY_clean,AVILEY,,doi=10.1039/C6SC03288E; partition=test; ann_probability=0.8806516
AVIPOL_clean,AVIPOL,,doi=10.1021/cg200327y; partition=test; ann_probability=0.43023446
AVUJIL_clean,AVUJIL,,doi=10.1021/cg101736e; partition=test; ann_probability=0.8058792
AXAQAT_clean,AXAQAT,,doi=10.1021/cm0350838; partition=test; ann_probability=0.94083416
AZAWAB_clean,AZAWAB,,doi=10.1021/acs.inorgchem.5b01900; partition=test; ann_probability=0.89731133
AZIVAI_clean,AZIVAI,,doi=10.1021/acsami.6b03073; partition=test; ann_probability=0.33364755
BADYAJ_clean,BADYAJ,,doi=10.1002/chem.201502033; partition=test; ann_probability=0.9330348
BAKGAX_clean,BAKGAX,,doi=10.1039/c1dt11590a; partition=test; ann_probability=0.8230889
BAZGAM_clean,BAZGAM,,doi=10.1021/ic201376t; partition=test; ann_probability=0.851489
BENXUP_clean,BENXUP,,doi=10.1002/anie.201300821; partition=test; ann_probability=0.19827822
BEPVOJ_clean,BEPVOJ,,doi=10.1039/c3sc00016h; partition=test; ann_probability=0.94865525
BEPVOJ01_clean,BEPVOJ01,,doi=10.1039/c3sc00016h; partition=test; ann_probability=0.9493794
BIDPOV_clean,BIDPOV,,doi=10.1039/C3DT50704A; partition=test; ann_probability=0.17093047
BIYTOU_clean,BIYTOU,,doi=10.1039/C4CE00300D; partition=test; ann_probability=0.34587222
BIYVEM_clean,BIYVEM,,doi=10.1039/C4CE00300D; partition=test; ann_probability=0.19209984
BIZLUT_clean,BIZLUT,,doi=10.1002/chem.201402255; partition=test; ann_probability=0.14413723
BOWNUY_clean,BOWNUY,,doi=10.1039/C4RA16350H; partition=test; ann_probability=0.91877913
BUCVAY_clean,BUCVAY,,doi=10.1002/ejic.201500069; partition=test; ann_probability=0.58655435
BUKMUQ01_clean,BUKMUQ01,,doi=10.1039/C4CE00300D; partition=test; ann_probability=0.3837198
BUPVEP_clean,BUPVEP,,doi=10.1039/c5cc02606g; partition=test; ann_probability=0.64944273
BUSQEM_clean,BUSQEM,,doi=10.1021/cm101410h; partition=test; ann_probability=0.20488948
BUSQIQ_clean,BUSQIQ,,doi=10.1021/cm9023106; partition=test; ann_probability=0.64507496
BUSQUC_clean,BUSQUC,,doi=10.1021/cm9025683; partition=test; ann_probability=0.8260907
CAHQOS_clean,CAHQOS,,doi=10.1021/ja010575b; partition=test; ann_probability=0.38905883
CANYIB_clean,CANYIB,,doi=10.1002/chem.201103687; partition=test; ann_probability=0.3745239
CAVMOD_clean,CAVMOD,,doi=10.1039/c1dt11584g; partition=test; ann_probability=0.8829415
CAVSUP_clean,CAVSUP,,doi=10.1039/c2dt11992g; partition=test; ann_probability=0.8013755
CAYKEU_clean,CAYKEU,,doi=10.1021/ic2023727; partition=test; ann_probability=0.7511447
CEFLEF_clean,CEFLEF,,doi=10.1002/chem.200500754; partition=test; ann_probability=0.9327557
CEHTEP_clean,CEHTEP,,doi=10.1021/ic0601539; partition=test; ann_probability=0.9019178
CIDKUX_clean,CIDKUX,,doi=10.1039/C3CC41564C; partition=test; ann_probability=0.40603662
CODSUL_clean,CODSUL,,doi=10.1039/C4CE00093E; partition=test; ann_probability=0.5857217
COKFAK_clean,COKFAK,,doi=10.1039/b803815e; partition=test; ann_probability=0.28574115
COKROL_clean,COKROL,,doi=10.1039/c3ce41090k; partition=test; ann_probability=0.9462898
CORZIU_clean,CORZIU,,doi=10.1039/C4CE01326C; partition=test; ann_probability=0.589943
COTVIS_clean,COTVIS,,doi=10.1039/C4DT03794D; partition=test; ann_probability=0.64855134
COTVOY_clean,COTVOY,,doi=10.1039/C4DT03794D; partition=test; ann_probability=0.33668914
COTVUE_clean,COTVUE,,doi=10.1039/C4DT03794D; partition=test; ann_probability=0.28204823
CUFDUD_clean,CUFDUD,,doi=10.1021/ja906302t; partition=test; ann_probability=0.9232834
CUKXOW_clean,CUKXOW,,doi=10.1021/cg900518s; partition=test; ann_probability=0.916916
CUYHIO_clean,CUYHIO,,doi=10.1039/b915889h; partition=test; ann_probability=0.07303828
CUZBUW_clean,CUZBUW,,doi=10.1039/C5CE02094H; partition=test; ann_probability=0.6876657
DADPAC_clean,DADPAC,,doi=10.1021/acs.cgd.6b01576; partition=test; ann_probability=0.92910445
DAMYUO_clean,DAMYUO,,doi=10.1039/C6DT03755K; partition=test; ann_probability=0.82426244
DATHAJ_clean,DATHAJ,,doi=10.1021/cg2013717; partition=test; ann_probability=0.71469766
DAWBIO_clean,DAWBIO,,doi=10.1021/cg201447c; partition=test; ann_probability=0.931769
DEZKEA_clean,DEZKEA,,doi=10.1039/C3CE40565F; partition=test; ann_probability=0.6690545
DIKJUD_clean,DIKJUD,,doi=10.1021/cg070100h; partition=test; ann_probability=0.81275654
DIMKER_clean,DIMKER,,doi=10.1021/cg4009587; partition=test; ann_probability=0.9199722
DIPMAS_clean,DIPMAS,,doi=10.1021/cm302381k; partition=test; ann_probability=0.07347524
DIVPUU_clean,DIVPUU,,doi=10.1021/ic701412q; partition=test; ann_probability=0.114846766
DOMCUE_clean,DOMCUE,,doi=10.1039/b802196a; partition=test; ann_probability=0.09257722
DONKUO_clean,DONKUO,,doi=10.1039/C4CE01581A; partition=test; ann_probability=0.8083251
DUNXUH02_clean,DUNXUH02,,doi=10.1039/C5DT01560J; partition=test; ann_probability=0.14426047
DUPVER_clean,DUPVER,,doi=10.1002/anie.201502045; partition=test; ann_probability=0.5415855
EBELUU_clean,EBELUU,,doi=10.1039/c1ce05699a; partition=test; ann_probability=0.7782568
EBIJAC_clean,EBIJAC,,doi=10.1039/c1ce05888f; partition=test; ann_probability=0.3876625
EHAGIF_clean,EHAGIF,,doi=10.1002/cplu.201402121; partition=test; ann_probability=0.087014884
EJAXIW_clean,EJAXIW,,doi=10.1039/b304201d; partition=test; ann_probability=0.60625726
EJETAQ_clean,EJETAQ,,doi=10.1002/advs.201500012; partition=test; ann_probability=0.721537
EKOPOK_clean,EKOPOK,,doi=10.1039/c0dt00390e; partition=test; ann_probability=0.13439053
ELUJEC_clean,ELUJEC,,doi=10.1039/C6DT01360K; partition=test; ann_probability=0.9068928
EMIGIR_charged,EMIGIR,,doi=10.1002/anie.201006531; partition=test; ann_probability=0.09668952
EMIHAK_charged,EMIHAK,,doi=10.1002/anie.201006531; partition=test; ann_probability=0.11851719
ENOSAD_clean,ENOSAD,,doi=10.1039/C6CE00600K; partition=test; ann_probability=0.9093803
EPECEJ_clean,EPECEJ,,doi=10.1039/C3DT00079F; partition=test; ann_probability=0.74951375
EPISOM_clean,EPISOM,,doi=10.1039/c1cc10378d; partition=test; ann_probability=0.1714423
ERUNIQ_clean,ERUNIQ,,doi=10.1002/chem.201601826; partition=test; ann_probability=0.8618655
ESEVIH_clean,ESEVIH,,doi=10.1021/cg034084+; partition=test; ann_probability=0.9139707
ETECOX_clean,ETECOX,,doi=10.1021/acs.inorgchem.6b01341; partition=test; ann_probability=0.9389131
ETEJIX_clean,ETEJIX,,doi=10.1039/c1ce05069a; partition=test; ann_probability=0.8856602
ETEPID_clean,ETEPID,,doi=10.1039/c1ce05048f; partition=test; ann_probability=0.91598
ETIXIQ_clean,ETIXIQ,,doi=10.1021/acscentsci.6b00168; partition=test; ann_probability=0.48864564
EVUNIT_clean_h,EVUNIT,,doi=10.1021/cg1015753; partition=test; ann_probability=0.09330365
EWESAC_clean,EWESAC,,doi=10.1002/ejic.201600134; partition=test; ann_probability=0.8735547
EXEWIO_clean,EXEWIO,,doi=10.1002/chem.201100226; partition=test; ann_probability=0.95218265
EYULOA_clean,EYULOA,,doi=10.1039/c1ce05103b; partition=test; ann_probability=0.6672226
EZOBUR02_clean,EZOBUR02,,doi=10.1021/ic200362c; partition=test; ann_probability=0.9193399
FAGMEI_clean,FAGMEI,,doi=10.1039/C5CE02310F; partition=test; ann_probability=0.098360926
FAWCEN02_SL,FAWCEN02,,doi=10.1021/jp303907p; partition=test; ann_probability=0.9127941
FEXCES_clean,FEXCES,,doi=10.1021/cg301413u; partition=test; ann_probability=0.7599225
FEZCUJ_charged,FEZCUJ,,doi=10.1021/ic040113+; partition=test; ann_probability=0.16496989
FIRNIF_clean,FIRNIF,,doi=10.1038/srep03312; partition=test; ann_probability=0.9439861
FOWTOC_clean,FOWTOC,,doi=10.1021/cg501211f; partition=test; ann_probability=0.9163049
FUTZOK_clean,FUTZOK,,doi=10.1021/cg900518s; partition=test; ann_probability=0.9180714
FUXXIH_clean,FUXXIH,,doi=10.1021/jacs.5b07925; partition=test; ann_probability=0.7196953
FUYCEJ_clean,FUYCEJ,,doi=10.1021/jacs.5b10999; partition=test; ann_probability=0.83857095
FUYCIN_clean,FUYCIN,,doi=10.1021/jacs.5b10999; partition=test; ann_probability=0.8934128
GAGTAM_clean,GAGTAM,,doi=10.1021/acs.cgd.5b01746; partition=test; ann_probability=0.8677575
GAJZIC_clean,GAJZIC,,doi=10.1039/b9nj00456d; partition=test; ann_probability=0.1251151
GAKBAX_clean,GAKBAX,,doi=10.1039/b9nj00456d; partition=test; ann_probability=0.09685317
GAMFEI_clean,GAMFEI,,doi=10.1039/C6TA11242K; partition=test; ann_probability=0.94089395
GAMTEU_clean,GAMTEU,,doi=10.1021/cg049600q; partition=test; ann_probability=0.11146429
GAMVAS_clean,GAMVAS,,doi=10.1021/cg049600q; partition=test; ann_probability=0.46818247
GAPNOD_clean,GAPNOD,,doi=10.1021/acs.cgd.7b00081; partition=test; ann_probability=0.5984114
GARLOD_clean,GARLOD,,doi=10.1021/acs.cgd.7b00112; partition=test; ann_probability=0.9434749
GARMAQ_clean,GARMAQ,,doi=10.1021/acs.cgd.7b00112; partition=test; ann_probability=0.938198
GEFYUN_clean,GEFYUN,,doi=10.1021/cm202608f; partition=test; ann_probability=0.95210737
GIQYOV_clean,GIQYOV,,doi=10.1021/ic0621695; partition=test; ann_probability=0.11275315
GIRYIR_clean,GIRYIR,,doi=10.1039/C3CC49106D; partition=test; ann_probability=0.09743196
GIRZAK_clean,GIRZAK,,doi=10.1039/C3CC49106D; partition=test; ann_probability=0.1033968
GITVEL01_clean,GITVEL01,,doi=10.1126/science.1152516; partition=test; ann_probability=0.93063056
GITWIQ_clean,GITWIQ,,doi=10.1126/science.1152516; partition=test; ann_probability=0.72602564
GIWNUV_clean,GIWNUV,,doi=10.1002/(SICI)1521-3773(19981231)37:24<3366::AID-ANIE3366>3.0.CO;2-Z; partition=test; ann_probability=0.7838831
GUKYUI_clean,GUKYUI,,doi=10.1039/C5DT00480B; partition=test; ann_probability=0.85801816
GUPNUC01_clean,GUPNUC01,,doi=10.1039/C5CC06863K; partition=test; ann_probability=0.15415323
GUVCOP_clean,GUVCOP,,doi=10.1021/ic0204777; partition=test; ann_probability=0.5605817
HAJLEK_clean,HAJLEK,,doi=10.1039/b409543j; partition=test; ann_probability=0.9202302
HAJLIO_clean,HAJLIO,,doi=10.1039/b409543j; partition=test; ann_probability=0.9200689
HAKSAQ_clean,HAKSAQ,,doi=10.1021/jacs.6b07901; partition=test; ann_probability=0.40327522
HAKSIY_clean,HAKSIY,,doi=10.1021/jacs.6b07901; partition=test; ann_probability=0.7474812
HAKTAR_clean,HAKTAR,,doi=10.1021/jacs.6b07901; partition=test; ann_probability=0.0868015
HAKVOH_clean,HAKVOH,,doi=10.1021/jacs.6b07901; partition=test; ann_probability=0.8440826
HAKVUN_clean,HAKVUN,,doi=10.1021/jacs.6b07901; partition=test; ann_probability=0.8802801
HALVAU_clean,HALVAU,,doi=10.1039/C6DT04270H; partition=test; ann_probability=0.9249059
HEFFEF_clean,HEFFEF,,doi=10.1002/anie.201203594; partition=test; ann_probability=0.8117913
HEGNIR_clean,HEGNIR,,doi=10.1021/cm052859r; partition=test; ann_probability=0.10898933
HELDOT_clean,HELDOT,,doi=10.1021/cg300686n; partition=test; ann_probability=0.8329717
HOMRIL_clean,HOMRIL,,doi=10.1021/ic801338b; partition=test; ann_probability=0.92451024
HOVGIK_clean,HOVGIK,,doi=10.1039/C4DT03702B; partition=test; ann_probability=0.22598663
HUJGEA_clean,HUJGEA,,doi=10.1038/ncomms8575; partition=test; ann_probability=0.6815214
HUNFIH_clean,HUNFIH,,doi=10.1039/C5RA09339B; partition=test; ann_probability=0.9524444
HUWLUI_clean,HUWLUI,,doi=10.1039/C5DT03363B; partition=test; ann_probability=0.24596599
HUYXOP_clean,HUYXOP,,doi=10.1021/ic901564y; partition=test; ann_probability=0.14438465
HUZYAE_clean,HUZYAE,,doi=10.1002/asia.201500332; partition=test; ann_probability=0.71305096
ICITEU_charged,ICITEU,,doi=10.1002/anie.200600175; partition=test; ann_probability=0.29116756
IFAREN_charged,IFAREN,,doi=10.1021/ic701573r; partition=test; ann_probability=0.11203727
IKETUO_clean,IKETUO,,doi=10.1039/c0ce00340a; partition=test; ann_probability=0.9257097
ILOSOS_clean,ILOSOS,,doi=10.1021/ic100840a; partition=test; ann_probability=0.8451669
IMEDOV_clean,IMEDOV,,doi=10.1002/anie.201600185; partition=test; ann_probability=0.16253948
INIXOT_clean,INIXOT,,doi=10.1002/zaac.201000215; partition=test; ann_probability=0.7982116
IQIPAZ_clean,IQIPAZ,,doi=10.1002/zaac.200300262; partition=test; ann_probability=0.5862688
IYUROK_clean,IYUROK,,doi=10.1021/ic101089n; partition=test; ann_probability=0.30942285
JAKBIJ_clean,JAKBIJ,,doi=10.1039/C6TC05105G; partition=test; ann_probability=0.12770098
JAKBOP01_clean,JAKBOP01,,doi=10.1039/C6TC05105G; partition=test; ann_probability=0.12521237
JEJWOL_clean,JEJWOL,,doi=10.1002/chem.200501340; partition=test; ann_probability=0.9104882
JOHFIW_manual,JOHFIW,,doi=10.1021/ja801411f; partition=test; ann_probability=0.9156506
JOLYEQ_clean,JOLYEQ,,doi=10.1039/C4CC06223J; partition=test; ann_probability=0.7361463
KAGCAY_charged,KAGCAY,,doi=10.1002/anie.201003314; partition=test; ann_probability=0.82198524
KAHYID_clean,KAHYID,,doi=10.1002/ejic.201000344; partition=test; ann_probability=0.9416944
KARLUM_clean,KARLUM,,doi=10.1038/ncomms1654; partition=test; ann_probability=0.39826852
KARTAA_clean,KARTAA,,doi=10.1039/c1ra00749a; partition=test; ann_probability=0.84012234
KASRAZ_clean,KASRAZ,,doi=10.1021/ja209327q; partition=test; ann_probability=0.14749575
KAVTEI_clean,KAVTEI,,doi=10.1039/c0ce00878h; partition=test; ann_probability=0.4132567
KEFBOO_clean,KEFBOO,,doi=10.1021/ic202085j; partition=test; ann_probability=0.93911195
KEHDOS_clean,KEHDOS,,doi=10.1039/c2dt30362k; partition=test; ann_probability=0.66264313
KEHGEL_clean,KEHGEL,,doi=10.1039/c2dt30362k; partition=test; ann_probability=0.06574306
KEWBUL_clean,KEWBUL,,doi=10.1039/C3DT00055A; partition=test; ann_probability=0.7374633
KIDXUR_clean,KIDXUR,,doi=10.1021/cg060741x; partition=test; ann_probability=0.9162096
KIFXOO_clean,KIFXOO,,doi=10.1039/C2CE26165K; partition=test; ann_probability=0.52599466
KIGCEK_clean,KIGCEK,,doi=10.1039/C3CE41083H; partition=test; ann_probability=0.9504505
KIKDAL_clean,KIKDAL,,doi=10.1039/C3CE41238E; partition=test; ann_probability=0.9412916
KINFEU_clean,KINFEU,,doi=10.1021/cg400531j; partition=test; ann_probability=0.9315
KINPUU_clean,KINPUU,,doi=10.1021/cg400182u; partition=test; ann_probability=0.09488976
KINROQ_clean,KINROQ,,doi=10.1021/cg400333d; partition=test; ann_probability=0.12318385
KIXXOG_clean,KIXXOG,,doi=10.1039/C3CE42208A; partition=test; ann_probability=0.88432646
KIYMEM_clean,KIYMEM,,doi=10.1039/C3CE42208A; partition=test; ann_probability=0.8983526
KIYMIP_clean,KIYMIP,,doi=10.1039/b712024a; partition=test; ann_probability=0.14759156
KOMCOG_clean,KOMCOG,,doi=10.1002/chem.201402211; partition=test; ann_probability=0.34356278
KOMGUP_clean,KOMGUP,,doi=10.1021/cg800289c; partition=test; ann_probability=0.8984394
KONFEA_clean,KONFEA,,doi=10.1039/C4CE00858H; partition=test; ann_probability=0.14338693
